DIRECTORIO,CANT_HOG_COMPLETOS,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P1070,P4005,P4015,P4567,P8520,P8520S1,P8520S1A1,P8520S3,P8520S4,P8520S4A1,P8520S5,P4065,P4065S1,P4065S2,P4065S3,P4065S4,P5661,P5661S1,P5661S2,P5661S3,P5661S4,P5661S5,P5661S6,P5661S7,P5661S9,P1891,P1891S1,P1891S2,P1891S3,P1891S4,P1891S5,FEX_C,CLASE
6002340,1,1,1,1,1,1,4,2, ,1,1,1,1,3,1, ,2,2,2,2, ,3,2,1,1,1,1,2,1, ,2,1,2,2,2,316,6.59962E+11
6002341,1,1,1,1,1,1,4,3, ,1,1,1,2, ,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,2,1,2,2,2,157,4.29268E+11
6002342,1,1,1,1,1,2,6,2, ,1,1,1,1,3,1, ,2,2,2,1, ,2,1,1,2,1,2,2,1, ,2,1,2,2,2,308,2.23721E+11
6002343,1,1,1,1,1,3,6,2, ,1,1,1,1,3,1, ,2,2,2,1, ,4,1,1,3,1,1,2,2, ,1,1,2,2,2,241,1.96747E+11
6002344,1,1,1,1,1,1,4,2, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,1,2,1,1,2,1, ,2,2,2,2,2,308,39120357227
6002345,1,1,1,1,3,1,4,3, ,1,1,1,1,3,1, ,1,2,2,1, ,4,2,1,2,1,3,3,3, ,1,1,1,2,1,180,3.35055E+11
6002346,1,1,1,1,1,4,7,2, ,1,1,2,1,3,2, ,1,2,2,1, ,4,2,1,2,2,2,2,1, ,1,1,1,2,1,1099,56672543883
6002347,1,1,1,1,1,1,6,2, ,1,1,1,1,3,1, ,2,2,2,1, ,4,2,1,2,1,2,2,1, ,1,1,2,2,1,349,9.01465E+11
6002348,1,1,1,1,1,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,1,3, ,1,1,2,2,2,530,3.62037E+11
6002349,1,1,1,1,1,1,6,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,1,2,2,1,225,4.12776E+11
6002350,1,1,1,1,2,1,4,1, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,1,1,1,1,2,1, ,2,2,2,2,2,718,7.00286E+11
6002351,1,1,1,1,2,1,6,1, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,2,2,2,2,2,1, ,2,2,2,2,2,184,3.24248E+11
6002352,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,1,2,2,2,2,456,8.93125E+11
6002353,1,1,1,1,2,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,2,1,1,3,1,1,1,1, ,2,2,2,2,2,169,6.91702E+11
6002354,1,1,1,1,2,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,2,2,1,2,1,1,2,1, ,2,2,2,2,2,169,6.91702E+11
6002355,1,1,1,1,1,1,6,4, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,2,1,1,1,2,1, ,2,2,2,2,2,187,8.56978E+11
6002356,1,1,1,1,1,1,6,4, ,1,1,1,2, ,1, ,2,2,2,2, ,1,1,1,2,1,2,1,1, ,2,1,2,2,2,241,1.96747E+11
6002357,1,1,1,1,2,1,4,2, ,1,1,2,1,1,1, ,2,1,2,1, ,1,1,1,1,1,1,3,2, ,2,2,2,2,2,151,5.26048E+11
6002358,1,1,1,1,1,1,4,2, ,1,1,2,1,1,1, ,2,1,2,1, ,1,1,1,1,1,1,2,2, ,2,2,2,2,2,312,32620079159
6002359,1,1,1,1,2,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,2,2,2,2,198,2.4537E+11
6002360,1,1,1,1,1,1,6,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,2,3,1,2,3,1, ,1,2,1,1,2,741,27377277561
6002361,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,2,1,1,2,1, ,2,2,2,2,2,689,7.11196E+11
6002362,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,661,98630729048
6002363,1,1,1,1,1,1,6,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,1,2,1, ,2,2,2,2,2,901,9.73756E+11
6002364,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,2, ,2,2,2,2,2,422,8.66594E+11
6002365,1,1,1,1,1,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,3,3,1, ,2,2,2,2,2,805,74930553025
6002366,2,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,2,2,2,2,184,9.73447E+11
6002367,1,1,1,1,1,1,6,1, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,2,1,1,2,1, ,2,2,2,2,2,198,2.4537E+11
6002368,1,1,1,1,1,1,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,2,1,1,2,1, ,2,2,2,2,2,291,5.60903E+11
6002369,1,1,1,1,1,1,6,1, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,2,1,1,2,2, ,2,2,2,2,2,178,6.4974E+11
6002370,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,4,4,1, ,2,1,1,2,2,174,5.01852E+11
6002371,1,1,1,1,1,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,3,4,1, ,2,1,2,2,2,101,9.09338E+11
6002372,1,1,1,1,1,3,7,2, ,1,1,1,2, ,2, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,1,2,2,2,999,6.57275E+11
6002373,1,1,1,1,1,1,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,242,7.63763E+11
6002374,1,1,1,1,1,1,7,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,2,1,1,4,1, ,2,2,2,2,2,236,38893566535
6002375,1,1,1,1,1,1,6,1, ,1,1,1,1,2,1, ,1,2,2,1, ,1,2,2,2,1,1,2,1, ,1,1,2,2,1,195,6.27826E+11
6002376,1,1,1,1,1,1,6,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,2,2,2,2,253,28151836548
6002377,1,1,1,1,2,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,519,4.95012E+11
6002378,1,1,1,1,2,7,7,2, ,1,1,2,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,1,2,2,2,821,8.4219E+11
6002380,1,1,1,1,2,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,2,2,2,2,207,9.27445E+11
6002381,1,1,1,1,1,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,4,1, ,2,2,2,2,2,101,9.09338E+11
6002382,1,1,1,1,2,1,6,3, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,161,97564842904
6002383,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,1,2,2,2, ,1,1,1,1,1,2,4,1, ,1,1,2,2,2,148,3.58856E+11
6002384,1,1,1,1,1,1,6,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,1,2,2,2,141,2.70155E+11
6002385,1,1,1,1,2,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,211,9.48886E+11
6002386,1,1,1,1,1,1,6,2, ,1,1,2,1,1,1, ,1,2,2,2, ,1,1,1,2,1,1,4,1, ,2,1,2,2,2,176,1.69855E+11
6002387,1,1,1,1,1,7,7,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,4,1, ,2,1,2,2,2,101,9.09338E+11
6002388,1,1,1,1,2,7,7,4, ,1,1,1,1,1,1, ,1,2,2,2, ,1,1,1,1,1,1,3,1, ,1,1,2,2,2,194,4.48712E+11
6002389,1,1,1,1,1,3,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,178,6.4974E+11
6002390,1,1,1,1,2,4,6,4, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,399,6.55633E+11
6002391,1,1,1,1,2,1,6,3, ,1,1,1,1,1,1, ,2,1,1,2, ,1,1,1,1,1,1,4,1, ,2,2,2,2,2,306,6.50947E+11
6002392,1,1,1,1,2,1,4,3, ,1,1,1,1,1,1, ,2,1,2,2, ,1,1,1,1,1,1,3,1, ,1,2,2,2,2,242,7.63763E+11
6002393,1,1,1,1,1,1,7,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,4,1, ,1,1,1,2,2,233,7.71392E+11
6002394,1,1,1,1,2,5,7,4, ,1,1,2,1,1,1, ,2,2,2,1, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,395,1.2332E+11
6002395,1,1,1,1,1,1,4,4, ,1,1,1,1,1,1, ,2,1,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,233,7.71392E+11
6002396,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,1,1,2,2,2,101,9.09338E+11
6002397,1,1,1,1,2,1,4,1, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,195,6.27826E+11
6002398,1,1,1,1,1,1,4,1, ,1,1,1,1,1,1, ,1,2,2,1, ,1,1,1,1,1,1,3,1, ,1,1,1,2,2,101,9.09338E+11
6002399,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,2,1,1,1,3,1, ,2,2,2,2,2,118,8.05028E+11
6002400,1,1,1,1,1,1,4,1, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,233,7.71392E+11
6002401,1,1,1,1,2,4,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,4,1, ,2,1,1,2,2,144,94925093979
6002402,1,1,1,1,2,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,4,1, ,2,1,2,2,2,141,2.02705E+11
6002403,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,178,6.4974E+11
6002404,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,1,2,2,2,259,4.85973E+11
6002405,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,2,1,1,1,1,1, ,2,2,2,2,2,424,43391261909
6002406,1,1,1,1,1,1,4,3, ,1,1,1,1,2,1, ,2,2,2,1, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,732,2.66998E+11
6002407,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,2,3,1,2,1,3,3,1, ,1,1,1,2,1,566,17943508292
6002408,1,1,1,1,1,1,3,1, ,1,1,1,1,2,1, ,2,2,2,1, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,447,8.46086E+11
6002409,1,1,1,1,1,2,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,4,4,2, ,2,1,2,2,2,727,1.89433E+11
6002410,1,1,1,1,1,1,5,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,436,1.83994E+11
6002411,1,1,1,1,1,1,6,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,640,8.59635E+11
6002412,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,1,1,2,2,2,492,8.01865E+11
6002413,1,1,1,1,1,1,6,2, ,1,2,1,1,2,1, ,1,2,2,1, ,2,2,1,2,1,2,3,1, ,1,1,1,1,1,514,1.69489E+11
6002414,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,4,3,3, ,2,2,2,2,2,331,7.91866E+11
6002415,1,1,1,1,2,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,3,3,1, ,2,2,2,2,2,863,4.97122E+11
6002416,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,3,1,1, ,1,1,2,2,2,532,9.83498E+11
6002417,1,1,1,1,2,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,2,2,3,1,3,1,1,1, ,2,2,2,2,2,772,1.45212E+11
6002418,1,1,1,1,1,4,6,4, ,1,1,2,1,1,1, ,2,2,1,2, ,1,1,1,1,1,1,4,1, ,1,1,1,1,1,135,1.80091E+11
6002420,1,1,1,1,1,3,6,4, ,1,1,2,1,1,1, ,1,1,2,2, ,1,1,1,1,1,2,1,4, ,1,1,1,1,1,155,5.01402E+11
6002423,1,1,1,1,1,7,7,4, ,1,1,2,1,1,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,1110,50431077857
6002424,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,253,33807484794
6002425,1,1,1,1,1,4,6,4, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,1,2,2,307,4.56407E+11
6002426,1,1,1,1,1,1,6,4, ,1,1,1,1,1,1, ,2,2,2,1, ,2,1,1,1,1,1,4,1, ,2,1,2,2,1,341,2.58029E+11
6002427,1,1,1,1,1,1,6,4, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,1,2,2,195,8.95187E+11
6002428,1,1,1,1,1,7,7,4, ,1,1,1,1,1,1, ,2,2,1,2, ,1,1,1,1,1,2,3,2, ,1,1,1,1,1,234,90882991884
6002429,1,1,1,1,1,1,6,4, ,1,2,1,1,1,1, ,1,2,2,1, ,1,1,2,1,1,1,2,1, ,1,1,1,2,1,106,7.93645E+11
6002430,1,1,1,1,1,7,6,4, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,190,5.24269E+11
6002431,1,1,1,1,1,7,7,2, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,2,4,2, ,2,2,2,2,2,277,1.94804E+11
6002432,1,1,1,1,1,7,5,4, ,1,0,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,195,8.95187E+11
6002433,1,1,1,1,1,7,7,4, ,1,1,2,1,1,1, ,1,1,2,1, ,4,2,2,4,1,4,4,4, ,1,1,1,1,1,135,1.80091E+11
6002434,1,1,1,1,1,7,7,4, ,1,1,2,1,1,1, ,1,2,1,1, ,1,1,1,1,1,3,3,4, ,1,1,1,1,1,301,969831383
6002435,1,1,1,1,1,7,5,4, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,4, ,2,2,2,2,2,236,7.12004E+11
6002437,1,1,1,1,1,7,7,4, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,3,3,2, ,2,2,2,2,2,234,90882991884
6002438,1,1,1,1,1,7,6,4, ,1,1,2,1,1,1, ,2,2,1,2, ,1,1,1,1,1,2,2,4, ,2,1,2,2,1,152,79126613437
6002439,1,1,1,1,1,1,7,3, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,1,1,279,8.15925E+11
6002440,1,1,1,1,1,7,6,4, ,1,1,2,1,1,1, ,2,1,2,2, ,1,2,1,2,1,1,2,3, ,2,2,2,1,2,236,7.12004E+11
6002441,1,1,1,1,1,7,6,4, ,1,1,2,1,1,1, ,1,2,2,2, ,1,1,4,1,1,4,4,3, ,2,2,2,1,2,152,79126613437
6002442,1,1,1,1,1,5,6,4, ,1,1,2,1,1,1, ,2,2,1,2, ,2,4,1,1,1,1,3,3, ,2,2,2,1,1,177,6.36513E+11
6002443,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,195,8.95187E+11
6002444,1,1,1,1,1,1,6,3, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,2, ,2,2,2,2,2,236,7.12004E+11
6002445,1,1,1,1,1,1,6,3, ,1,1,1,1,1,1, ,2,1,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,234,90882991884
6002446,1,1,1,1,2,1,4,2, ,1,2,1,1,2,1, ,2,2,2,1, ,2,1,1,1,1,2,2,1, ,2,2,2,2,2,355,2.9203E+11
6002447,1,1,1,1,2,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,2,1,2,1,2,3,3,1, ,2,2,2,2,2,658,8.21481E+11
6002448,1,1,1,1,2,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,1,2,2,475,5.91697E+11
6002449,1,1,1,1,1,2,6,4, ,1,2,2,1,1,1, ,2,1,2,2, ,1,1,1,1,1,1,3,3, ,1,1,2,2,2,227,7.57727E+11
6002450,1,1,1,1,1,3,6,4, ,1,1,1,1,1,1, ,2,1,1,1, ,2,1,1,1,1,3,4,3, ,1,1,1,1,2,164,6.92438E+11
6002451,1,1,1,1,2,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,2,1,3,1,1,1, ,2,2,2,2,2,720,5.16916E+11
6002452,1,1,1,1,1,7,6,4, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,4,3,4, ,1,1,1,2,2,236,7.12004E+11
6002453,1,1,1,1,1,7,6,4, ,1,1,2,1,1,1, ,1,2,1,1, ,1,4,1,2,1,4,4,3, ,1,1,1,1,2,278,9.36944E+11
6002454,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,441,31837005114
6002455,1,1,1,1,3,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,3,3,1, ,1,1,1,2,1,768,1.98284E+11
6002456,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,1,1,2,2,2,596,5.13445E+11
6002457,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,2,2,2,1,1, ,2,2,2,2,2,684,7.49828E+11
6002458,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,4,1,1,3,1,1,4,1, ,2,2,2,2,2,712,7.4565E+11
6002459,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,2,1,1,1,1, ,2,2,2,2,2,663,5.50156E+11
6002460,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,521,8.57201E+11
6002461,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1135,72888335784
6002462,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,1,543,9.70435E+11
6002463,1,1,1,1,1,1,6,1, ,1,3,1,1,3,1, ,2,2,2,2, ,2,2,1,2,1,2,1,1, ,2,2,1,2,2,343,6.09672E+11
6002464,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,474,7.97716E+11
6002465,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,2,2,2,2,1, ,2,1,2,2,2,474,7.97716E+11
6002466,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,3,3,1, ,2,2,2,2,2,359,4.74216E+11
6002467,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,1,2,2,2,2,751,3.62329E+11
6002468,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,1,3,1,3,1,1, ,2,2,2,2,2,596,5.13445E+11
6002469,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,4,1,1,1,1,3,4, ,2,2,2,2,2,775,2.56335E+11
6002470,1,1,1,1,2,1,4,4, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,498,6.02696E+11
6002471,1,1,1,1,2,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,2,4,2,1,1,1,1,1, ,2,2,2,2,1,405,5.3597E+11
6002472,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,3,3,1,2,1,4,4,1, ,2,2,2,2,2,666,5.7655E+11
6002473,3,1,1,1,1,1,1,4, ,1,2,1,1,3,1, ,2,2,2,2, ,3,2,1,1,1,1,1,1, ,2,1,1,2,2,420,5.33034E+11
6002474,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,2,1,1,1,1,2,1, ,1,1,1,1,1,1065,20308322205
6002475,2,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,2,1,1,2,2,1, ,2,2,2,2,2,390,3.37247E+11
6002476,1,1,1,1,1,1,4,2, ,1,5,1,1,3,1, ,2,2,2,2, ,2,1,2,1,2,1,1,1, ,2,2,2,2,2,359,4.74216E+11
6002477,1,1,1,1,1,1,4,1, ,1,5,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,474,7.97716E+11
6002478,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,4,4,4,2,1,4,2,2, ,1,2,2,2,2,481,1.89945E+11
6002479,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,2,2,1,1,2,3, ,2,2,2,2,2,654,6.88157E+11
6002480,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,2,1, ,2,2,2,1,2,583,4.77501E+11
6002481,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,3,3,2,1,1,4,1, ,2,1,2,2,2,283,93222083946
6002482,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,283,93222083946
6002483,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,352,83050140649
6002484,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,3,3,3,1,2,2,1, ,2,1,2,2,2,490,4.10775E+11
6002485,1,1,1,1,2,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,1,2,2,474,7.97716E+11
6002486,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,325,9.9487E+11
6002487,1,1,1,1,3,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,3,1,2,3,1,2,1, ,2,1,2,2,2,474,7.97716E+11
6002488,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,2,3,1, ,2,2,2,2,2,659,5.18499E+11
6002489,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,2,2,2,1,1,2,2,1, ,2,2,1,2,2,481,1.89945E+11
6002490,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,718,22917387354
6002491,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,1,1,1, ,2,2,2,2,2,885,83670691342
6002492,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,666,5.7655E+11
6002493,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,2,1, ,1,1,2,2,2,503,4.46719E+11
6002494,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,671,7.13884E+11
6002495,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,4,2,2,2,1,1,2,1, ,2,2,2,2,2,619,1.70874E+11
6002496,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,452,5.40942E+11
6002497,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,532,9.72428E+11
6002498,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,359,4.74216E+11
6002500,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,3,3,1,2,1,4,1,1, ,2,2,2,2,2,563,34099075658
6002501,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,596,5.13445E+11
6002502,1,1,1,1,2,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,2,1,1,2,2,1, ,2,2,2,2,2,486,5.97083E+11
6002503,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,2,2,2,2,330,8.67087E+11
6002504,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,1,2,2,2,462,90932231313
6002506,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,579,6.63809E+11
6002508,1,1,1,1,1,1,4,3, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,577,9.81337E+11
6002509,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,3,1,2,1,1,1,1, ,1,1,2,2,2,474,7.97716E+11
6002510,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,654,6.88157E+11
6002512,1,1,1,1,2,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,441,31837005114
